controlled mode: natural
send by user 16825
send by user 24740
send by user 23043
send by user 39771
send by user 1692
send by user 7919
send by user 1815
send by user 9777
send by user 4367
send by user 11751
send by user 11064
send by user 38723
send by user 21977
send by user 4472
send by user 16033
send by user 33210
send by user 38395
send by user 10079
send by user 19658
send by user 26534
send by user 30798
send by user 5719
send by user 34620
send by user 1508
send by user 3416
send by user 6521
send by user 23239
send by user 23523
send by user 28374
send by user 35312
send by user 607
send by user 25604
send by user 18506
send by user 29727
send by user 3633
send by user 11625
send by user 28985
send by user 27749
send by user 8501
send by user 16972
send by user 25145
send by user 25210
send by user 36251
send by user 4551
send by user 16897
send by user 18177
send by user 33645
send by user 15400
send by user 9734
send by user 14812
send by user 18394
send by user 33014
send by user 6890
send by user 39665
send by user 39142
send by user 11937
send by user 25507
send by user 15273
send by user 36486
send by user 29657
send by user 693
send by user 4455
send by user 10429
send by user 21894
send by user 39359
send by user 1064
send by user 13111
send by user 21080
send by user 37708
send by user 35546
send by user 32500
send by user 3772
send by user 27674
send by user 29991
send by user 21110
send by user 16613
send by user 4444
send by user 4403
send by user 28001
send by user 35847
send by user 16166
send by user 10197
send by user 31620
send by user 15700
send by user 14788
send by user 8056
send by user 34878
send by user 24934
send by user 14580
send by user 29687
send by user 2109
send by user 21744
send by user 10411
send by user 9010
send by user 11396
send by user 2426
send by user 16204
send by user 8014
send by user 10998
send by user 5219
send by user 34987
send by user 15329
send by user 38344
send by user 33670
send by user 7206
send by user 501
send by user 19018
send by user 4786
send by user 1612
send by user 39426
send by user 26252
send by user 15585
send by user 25451
send by user 4313
send by user 12484
send by user 13538
send by user 11163
send by user 28845
send by user 28020
send by user 24700
send by user 8226
send by user 34224
send by user 20336
send by user 13565
send by user 15467
send by user 22502
send by user 38844
send by user 18209
send by user 2169
send by user 28212
send by user 4379
send by user 33572
send by user 6809
send by user 17329
send by user 9244
send by user 10150
send by user 15948
send by user 25581send by user 2036

send by user 13025
send by user 28456
send by user 35771
send by user 19638
send by user 39519
send by user 13861
send by user 11001
send by user 7815
send by user 23837
send by user 31952
send by user 9645
send by user 32555
send by user 33640send by user 3089

send by user 33430
send by user 21108
send by user 36195
send by user 15102
send by user 34414
send by user 32189
send by user 36914
send by user 16064
send by user 25810
send by user 32504
send by user 26986
send by user 27816
send by user 35941
send by user 37648
send by user 9143
send by user 5557
send by user 18762
send by user 33028
send by user 29765
send by user 4442
send by user 26257
send by user 11030
send by user 21395
send by user 19716
send by user 21837
send by user 35198
send by user 39879
send by user 9516
send by user 25004
send by user 9028
send by user 9299
send by user 3182
send by user 34474
send by user 33875
send by user 18491
send by user 31232
send by user 19090
send by user 39987
send by user 15459
send by user 34214
send by user 39494
send by user 13804
send by user 246
send by user 6005
send by user 31073
send by user 31076
send by user 33294
send by user 2794
send by user 34067
send by user 22192
send by user 38384
send by user 26902
send by user 5547
send by user 819
send by user 16185
send by user 27122
send by user 14166
send by user 39283
send by user 10358
send by user 19862
send by user 36128
send by user 22748
send by user 3219
send by user 11426
send by user 30991
send by user 9878
send by user 11370
send by user 2981
send by user 32369
send by user 1596
send by user 34602
send by user 36549
send by user 38260
send by user 9665
send by user 22572
send by user 1120
send by user 7965
send by user 30946
send by user 8404
send by user 18306
send by user 2094
send by user 22441
send by user 7976
send by user 15341
send by user 37679
send by user 9545
send by user 15763
send by user 28116
send by user 30922
send by user 7731
send by user 34032
send by user 24334
send by user 27075
send by user 9340
send by user 21863
send by user 26198
send by user 11297
send by user 16170
send by user 20187
send by user 2966
send by user 34098
send by user 31534
send by user 6073
send by user 17160
send by user 34848
send by user 16134
send by user 30987
send by user 9553
send by user 11144
send by user 21620
send by user 29944
send by user 27688
send by user 25458
send by user 31529
send by user 37381
send by user 22049
send by user 5851
send by user 21111
send by user 24110
send by user 7762
send by user 39696
send by user 36262
send by user 2257
send by user 17291
send by user 36692
send by user 35638
send by user 8063
send by user 9799
send by user 15010
send by user 3536
send by user 716
send by user 11607
send by user 19525
send by user 19230
send by user 7
send by user 8324
send by user 35381
send by user 1283
send by user 30669
send by user 18527
send by user 6767
send by user 16731
send by user 2788
send by user 4251
send by user 20271
send by user 9086
send by user 33466
send by user 22993
send by user 22472
send by user 19714
send by user 19053
send by user 20935
send by user 6071
send by user 5992
send by user 8708
send by user 17622
send by user 15219
send by user 35215
send by user 14659
send by user 16163
send by user 20105
send by user 5680
send by user 6467
send by user 35394
send by user 3441
send by user 30661
send by user 27328
send by user 34467
send by user 39790send by user 6136
send by user 33117

send by user 28807
send by user 18543
send by user 5774
send by user 31964
send by user 12416
send by user 30547
send by user 28401
send by user 8040
send by user 17872
send by user 4660
send by user 16429
send by user 32253
send by user 17932
send by user 13495
send by user 8955
send by user 33295
send by user 19041
send by user 22664
send by user 23022
send by user 3581
send by user 37301
send by user 36401
send by user 9929
send by user 33546
send by user 11941
send by user 7007
send by user 21735
send by user 18683
send by user 29291
send by user 8046
send by user 11871
send by user 37389send by user 31204

send by user 37856
send by user 20966
send by user 7554
send by user 7734
send by user 27112
send by user 26157
send by user 18671
send by user 39957
send by user 28119
send by user 34058
send by user 10558
send by user 5963
send by user 37165
send by user 8134
send by user 9004send by user 8195

send by user 20951
send by user 15102
send by user 12635
send by user 38637
send by user 37270
send by user 20609
send by user 2070
send by user 33403
send by user 13422
send by user 28141
send by user 20660
send by user 6805
send by user 20684
send by user 17656
send by user 29555
send by user 20316
send by user 1792
send by user 14639
send by user 2093
send by user 38410
send by user 12203
send by user 26690
send by user 27622
send by user 5448
send by user 25780
send by user 2147
